대학,언론사,기사 제목,기사 요약,발행시각,언론사 링크,네이버 링크
서울대학교,프레시안,전북대 '서울대 10개 만들기' 탈락...부산·전남·충남대 선정,"이른바 ‘서울대 10개 만들기’ 패키지 지원대학에 부산대학교와 전남대학교, 충남대학교가 선정된 가운데... 전북대학교는 최종 문턱을 넘지 못했다. 교육부는 1일 정부서울청사에서 ‘성장엔진 연계 지역인재...",2026-09-02 07:51,https://www.pressian.com/pages/articles/2026090118453293567?utm_source=naver&utm_medium=search,https://n.news.naver.com/mnews/article/002/0002454520?sid=102
서울대학교,뉴스엔,"정순주 아나, ♥치과의사 남편 박사학위 경사 “친정까지 3대가 서울대...","정순주는 8월 31일 소셜미디어를 통해 ""쑨랑이가 드디어 서울대학교 치의학 박사학위를 받았어요""이라는 글과... 그러면서 ""친정아빠와 할아버지, 그리고 쑨랑이까지 3대가 서울대 동문이라 더 뜻깊었던 졸업식""이라 밝혀...",2026-09-02 07:49,https://www.newsen.com/news_view.php?uid=202609020707292110,https://m.entertain.naver.com/article/609/0001163606
서울대학교,메트로신문,부산·전남·충남대 ‘서울대 10개 만들기’ 선정…교당 700억 지원,"2일 교육부에 따르면 부산대학교, 전남대학교, 충남대학교가 2026년 '서울대 10개 만들기' 패키지 지원대학으로 선정됐다. 교육부는 지난 4월 권역별 성장엔진과 연계해 적기에 핵심 인재를 양성하고, 지역 내 '진학-성장...",2026-09-02 07:48,http://www.metroseoul.co.kr/article/20260902500005,http://www.metroseoul.co.kr/article/20260902500005
고려대학교,메디게이트뉴스,"고려대 의대, 권영주·김재선·김철용·조성원 교수 정년퇴임","고려대 의과대학 기생충학교실 조성원 교수는 국내 기생충학 연구와 교육 발전에 기여해 왔으며, 기생충질환의 다양한 면역학적 기전을 규명하여 관련 학문 발전을 이끌었다. 또한, 기생충을 연구 모델로 활용해...",2026-09-02 07:46,https://www.medigatenews.com/news/2133416156,https://www.medigatenews.com/news/2133416156
서울대학교,미디어파인,"""새장 속의 새 싫어"" 서울대 의대♥성대 공대 커플, 결별","이성준은 서울대학교 의과대학 박사 과정에 재학 중인 것으로 소개됐으며, 김예리는 '성균관대 공대 신세경'이라는 별칭으로 자신을 소개했다. 두 사람 사이의 핵심 갈등은 김예리의 남성 친구 문제였다. 남학생 비율이...",2026-09-02 07:40,https://www.mediafine.co.kr/news/articleView.html?idxno=88620,https://www.mediafine.co.kr/news/articleView.html?idxno=88620
서울대학교,MBC,'서울대 10개' 거점국립대 3곳‥5년간 7백억 원 지원,"이재명 정부의 국정 과제였던 '서울대 10개 만들기'의 일환인데, 각 대학은 5년간 700억 원을 지원받게 됐습니다. 박진준 기자입니다. ◀ 리포트 ▶ 국립 부산대와 전남대, 그리고 충남대학교가 지역 성장 거점대학으로...",2026-09-02 07:29,https://imnews.imbc.com/replay/2026/nwtoday/article/6849010_37012.html,https://n.news.naver.com/mnews/article/214/0001521535?sid=102
서울대학교,BZERONEWS,"충남대, '서울대 10개 만들기' 선정…5년간 중부권 인재·산업 집중 육성","충남대학교가 정부의 '서울대 10개 만들기' 지원대학에 선정되면서 대덕연구개발특구와 카이스트, 지역기업을 연결하는 중부권 교육·연구 거점 구축이 본격화된다. 교육부는 1일 정부서울청사에서 2026년 '서울대 10개...",2026-09-02 07:14,https://www.bzeronews.com/news/articleView.html?idxno=822003,https://www.bzeronews.com/news/articleView.html?idxno=822003
고려대학교,LABORTODAY,[부고] 김원섭 고려대 노동대학원장 빙모상,빈소: 고려대 안암병원 장례식장 303호 발인: 9월3일(목) 오전 7시30분 장지: 대전현충원 전화: 02-923-4442,2026-09-02 06:34,https://www.labortoday.co.kr/news/articleView.html?idxno=236558,https://www.labortoday.co.kr/news/articleView.html?idxno=236558
서울대학교,세계일보,‘서울대 10개 만들기’ 부산·전남·충남대 선정,뉴시스 교육부는 1일 정부서울청사에서 국무총리 주재 ‘국토공간 대전환 범정부 추진협의회’를 거쳐 2026년 ‘서울대 10개 만들기’ 패키지 지원대학 3개교를 확정·발표했다. 선정 대학에는 브랜드 단과대 및...,2026-09-02 06:03,https://www.segye.com/newsView/20260901520427?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0004155591?sid=102
서울대학교,동아일보,"부산-전남-충남대, ‘서울대 10개 만들기’ 선정… 年700억씩 지원",전국국공립대학교수노동조합은 이날 입장문을 통해 “선정되지 못한 대학은 실제 교육·연구 역량과 무관하게 ‘탈락 대학’이라는 낙인을 떠안을 수 있다”며 “정부는 서울대 10개 만들기의 본래 취지에 맞춰 국립대...,2026-09-02 04:34,https://www.donga.com/news/Society/article/all/20260902/134587276/2,https://n.news.naver.com/mnews/article/020/0003745088?sid=102
서울대학교,머니투데이,서울대 만들기 '부산대·전남대·충남대' 선정,서울대에 비견하는 지역거점국립대(이하 지거국) 3곳을 만들겠다는 '서울대 10개 만들기'에 부산대·전남대·충남대가 선정됐다. 3개 대학은 앞으로 5년간 연간 약 700억원(최대 1000억원)씩 지원받아 지역 '성장엔진...,2026-09-02 04:02,https://www.mt.co.kr/policy/2026/09/02/2026090119593933063,https://n.news.naver.com/mnews/article/008/0005408091?sid=102
서울대학교,조선일보,일할 분 찾아요… 서울대서 기업 100여 곳 채용 박람회,"1일 서울대 종합체육관에서 열린 하반기 채용 박람회 행사장을 찾은 학생들이 기업 인사 담당자들과 상담을 하고 있다. 이날 채용 박람회에는 대기업, 외국계 기업, 중견기업, 공공기관 등 100여 기업이 참여했다.",2026-09-02 00:42,https://www.chosun.com/national/national_general/2026/09/02/KNXM7QOEPRCNVGJRNL2HREENIM/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003996178?sid=102
서울대학교,조선일보,‘서울대 10개 만들기’ 부산·충남·전남대에 3900억씩 지원,"과제인 ‘서울대 10개 만들기’ 집중 지원 대학으로 부산대와 전남대, 충남대가 선정됐다. 세 대학은 지역... 교육부는 1일 정부서울청사에서 국무총리 주재로 열린 국토 공간 대전환 범정부 추진협의회에서 부산대와...",2026-09-02 00:42,https://www.chosun.com/national/education/2026/09/02/R2CDT3TKPZDTNITKXVL2DESUQY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003996182?sid=102
연세대학교,강원일보,"연세대 원주의과대학 이정우 교수, GLIS 멤버 선정",연세대 원주의과대학 이정우 정형외과학교실 교수가 국제 근감소증 전문가 그룹인 ‘Global Leadership Initiative in Sarcopenia(GLIS)’의 멤버로 선정됐다. GLIS는 전 세계 근감소증 전문가들이 참여해 근감소증의 정의와 진단...,2026-09-02 00:08,https://www.kwnews.co.kr/article/20260901500166,https://n.news.naver.com/mnews/article/087/0001215065?sid=102
서울대학교,강원도민일보,강원대 '서울대 10개 만들기' 지원 탈락,'1도1국립대'를 성과로 내세운 강원대가 정부의 '서울대 10개 만들기' 정책을 뒷받침할 거점국립대 집중... 정부는 1일 정부서울청사에서 '지역성장을 견인할 국가대표 거점국립대' 선정 결과를 발표하고 부산대와 전남대...,2026-09-02 00:08,https://www.kado.net/news/articleView.html?idxno=2069994,https://n.news.naver.com/mnews/article/654/0000198264?sid=102
서울대학교,중앙일보,부산·전남·충남대 3500억씩…서울대 10개 만들기 스타트,"이재명 정부의 국정과제인 ‘서울대 10개 만들기’를 이끌 국립대에 부산대·전남대·충남대 3곳이 선정됐다. 정부는 ‘5극3특 성장엔진’(전략산업)과 인공지능(AI) 분야를 묶어 이들 대학을 집중 육성하는데, 학교당...",2026-09-02 00:05,https://www.joongang.co.kr/article/25458248,https://n.news.naver.com/mnews/article/025/0003548404?sid=102
고려대학교,HANGYO,고려대 KU마음건강연구소 글로벌인문사회융합연구 선정,고려대는 KU마음건강연구소가 주관하는 컨소시엄이 교육부 산하 한국연구재단의... 고려대는 ‘생애주기별 사회적 고립의 이해와 사회적 연결 회복을 위한 융합연구’를 주제로 연구소지원형-컨소시엄형 과제에...,2026-09-01 23:22,https://www.hangyo.com/news/article.html?no=109078,https://www.hangyo.com/news/article.html?no=109078
서울대학교,주간조선,1000억 받는 '서울대 10개 만들기' 첫 주자는…부산·전남·충남대,교육부는 1일 정부서울청사에서 브리핑을 열고 '2026년 서울대 10개 만들기' 패키지 지원대학으로 부산대... 지역 주력 산업과 대학 교육을 직접 연계해 관련 분야의 전문 인력을 집중적으로 양성하겠다는 계획이다....,2026-09-01 23:17,http://weekly.chosun.com/news/articleView.html?idxno=54865,https://n.news.naver.com/mnews/article/053/0000061165?sid=100
