대학,언론사,기사 제목,기사 요약,발행시각,언론사 링크,네이버 링크
서울대학교,아시아경제,"양천구, 서울대 교수진 릴레이 강연 '지식 브런치'",서울 양천구(구청장 이기재)는 서울대학교 교수진과 함께하는 평생학습 프로그램 '양천 지식 브런치'를 올 10월 2일부터 11월 6일까지 해누리타운 해누리홀에서 운영한다고 16일 밝혔다. 총 5회에 걸쳐 서울대 교수진이...,2026-09-16 07:52,https://view.asiae.co.kr/article/2026091607525876860,https://n.news.naver.com/mnews/article/277/0005816853?sid=102
고려대학교,한국강사신문,"고려대학교 세종캠퍼스, 필립 람방 교수 초청 디지털 트윈·에이전틱 AI...","의과대학 및 컴퓨터소프트웨어학과 등과 공동연구를 진행할 예정이다. 이번 초청강연은 라디오믹스와 인공지능을 융합한 의료영상 연구의 최신 흐름을 공유하고, 고려대학교와 마스트리흐트대학교 간 공동연구...",2026-09-16 07:39,https://www.lecturernews.com/news/articleView.html?idxno=210660,https://www.lecturernews.com/news/articleView.html?idxno=210660
서울대학교,헤럴드경제,"더불어민주당 대구시당, 당대표에 경북대 ‘서울대 10개’ 선정 요청 결...",더불어민주당 대구시당이 교육부의 ‘서울대 10개 만들기’ 1차 선정에서 제외된 경북대의 후속 선정을 당 지도부에 요청했다. 박형룡 민주당 대구시당위원장은 지난 15일 열린 민주당 전국 시·도당위원장 연석회의에서...,2026-09-16 07:20,https://biz.heraldcorp.com/article/10874802?ref=naver,https://n.news.naver.com/mnews/article/016/0002697820?sid=102
서울대학교,메디게이트뉴스,"스트레이 키즈 필릭스, 서울대어린이병원 1억 원 기부","서울대어린이병원과 삼성서울병원에 각각 1억 원, 사단법인 북스인터내셔널과 유니세프 한국위원회에 각각 5000만 원이 기부됐다. 필릭스는 “많은 아이들의 하루가 걱정 대신 맑은 희망으로 가득했으면 좋겠다”며...",2026-09-16 02:10,https://www.medigatenews.com/news/1205137419,https://www.medigatenews.com/news/1205137419
서울대학교,로이슈,"스트레이 키즈 필릭스, 서울대어린이병원에 1억원 기부","필릭스는 서울대어린이병원과 삼성서울병원에 각각 1억원, 사단법인 북스인터내셔널과 유니세프 한국위원회에 각각 5000만원을 기부했다. 서울대어린이병원은 1985년 개원해 중증질환을 앓는 소아 환자를 진료하고...",2026-09-15 23:08,http://www.lawissue.co.kr/view.php?ud=202609152305557728f4ab64559d_12,http://www.lawissue.co.kr/view.php?ud=202609152305557728f4ab64559d_12
서울대학교,스포츠경향,강감찬의 별을 따라 걷는 가을밤···서울대 천문대 별 관측 ‘낙성대...,"강감찬 생가터·안국사에서 서울대 천문대까지 역사와 천문을 잇는 특별한 야간 투어가 마련된다.... 10월 16일 1회차는 서울 글로벌 센터와 연계하여 외국인 전용 회차로 모집할 예정이며, 1회차는 10월 16일, 2회차는 10월...",2026-09-15 23:06,https://sports.khan.co.kr/article/202609152305003?pt=nv,https://n.news.naver.com/mnews/article/144/0001138402?sid=103
연세대학교,TV조선,"[단독] 지난해에도 '전산 오류'…연대 의대 지원자, 원서 접수도 못해","지난주 대학 수시 원서 접수 당시 발생한 전산 오류는 처음이 아닙니다. 지난해에도 한 수험생이 전산 오류... [리포트] 로스쿨생 손 모 씨는 지난해 1월, 연세대 의대 전형에 지원했지만 서류 미비로 불합격 처리됐습니다....",2026-09-15 22:00,https://news.tvchosun.com/site/data/html_dir/2026/09/15/2026091590240.html,https://n.news.naver.com/mnews/article/448/0000639559?sid=102
서울대학교,메디컬월드뉴스,"[9월 15일 병원계 이모저모③]국립암센터, 서울대, 여의도성모, 은평성...","이번 후원은 필릭스가 생일을 맞아 국내외 여러 기관에 전한 총 3억 원 기부의 일환으로, 서울대어린이병원과 삼성서울병원에 각각 1억 원, 사단법인 북스인터내셔널과 유니세프 한국위원회에 각각 5000만 원을 기부했다....",2026-09-15 20:40,https://medicalworldnews.co.kr/news/view.php?idx=1510977257,https://medicalworldnews.co.kr/news/view.php?idx=1510977257
서울대학교,경남일보,[사설]'서울대 10개 만들기' 정책 재검토 필요,"이재명 정부가 국정과제로 추진 중인 '서울대 10개 만들기'의 패키지 지원대학에 부산대와 전남대, 충남대를... 경상국립대 교수회가 지난 14일 ""'서울대 10개 만들기'가 진정한 국가균형발전 정책이라면 선택받은 소수의...",2026-09-15 19:04,https://www.gnnews.co.kr/news/articleView.html?idxno=645603,https://www.gnnews.co.kr/news/articleView.html?idxno=645603
고려대학교,후생신보,"고대 안암 김재우 전공의, 심부전학회 최우수상 영예","이번에 수상한 연구는 ‘심장대사 표현형 기반 심부전의 순환 단백체 시그니처 식별’로, 고려대학교 안암병원 순환기내과 조동혁 교수와 고려대학교 의과대학 생화학분자생물학교실 남기훈 교수의 지도 아래...",2026-09-15 18:52,http://www.whosaeng.com/173733,http://www.whosaeng.com/173733
