대학,언론사,기사 제목,기사 요약,발행시각,언론사 링크,네이버 링크
고려대학교,더퍼스트미디어,"고려대 안산병원 감염내과 교수 연구팀, BDNF 활용 패혈증 치료 가능성...","고려대 안산병원 감염내과 박대원 교수, 석혜리 교수 신경세포의 생존과 성장을 돕는 단백질인 BDNF가 패혈증의 과도한 염증반응을 조절하고 생존율을 높이는 데 활용될 가능성이 있다는 연구 결과가 나왔다. 고려대...",2026-09-10 01:38,http://www.thefirstmedia.net/news/articleView.html?idxno=208212,http://www.thefirstmedia.net/news/articleView.html?idxno=208212
고려대학교,더퍼스트미디어,고려대 보건대학원 최고위과정 원우 70여명 한자리에…교류·협력 다져,▲고려대학교 보건대학원 최고위과정 총원우회장 친선골프대회 단체 고려대학교 보건대학원 최고위과정 원우들이 한자리에 모여 교류를 이어가고 보건의료 분야의 협력 네트워크를 다졌다. 고려대학교 보건대학원...,2026-09-10 00:18,http://www.thefirstmedia.net/news/articleView.html?idxno=208194,http://www.thefirstmedia.net/news/articleView.html?idxno=208194
고려대학교,더퍼스트미디어,"고려대 의대, 필립 람방 교수 초청 강연…의료 AI·디지털 트윈 비전 제...",▲강연 중인 필립 람방 마스트리흐트대학교 교수 고려대학교 의과대학이 의료영상 분석 분야 석학인 필립 람방(Philippe Lambin) 네덜란드 마스트리흐트대학교 교수를 초청해 의료 인공지능(AI)과 정밀의학의 발전...,2026-09-10 00:18,http://www.thefirstmedia.net/news/articleView.html?idxno=208193,http://www.thefirstmedia.net/news/articleView.html?idxno=208193
고려대학교,더퍼스트미디어,"""대만 의료진도 찾았다""…고려대 안산병원 장영우 교수, 갑상선암 로봇...",고려대 안산병원은 장 교수가 이달 국내 의료진 13명과 대만 의료진 3명 등 모두 16명을 대상으로 GOSTA 수술 참관 및 술기 교육을 진행한다고 9일 밝혔다. 이날에는 대만 국립대만대학병원과 타이베이보훈병원 의료진이...,2026-09-10 00:18,http://www.thefirstmedia.net/news/articleView.html?idxno=208196,http://www.thefirstmedia.net/news/articleView.html?idxno=208196
고려대학교,더퍼스트미디어,"고려대학교 안암병원은 안과 김동현 교수 연구팀, 전자담배 피울수록 황...",▲고려대학교 안암병원은 안과 김동현 교수 전자담배를 단독으로 사용하는 사람의 경우 체내 니코틴... 고려대학교 안암병원은 안과 김동현 교수 연구팀이 2016년부터 2021년까지 질병관리청 국민건강영양조사에...,2026-09-10 00:18,http://www.thefirstmedia.net/news/articleView.html?idxno=208200,http://www.thefirstmedia.net/news/articleView.html?idxno=208200
고려대학교,메디컬월드뉴스,"[9월 9일 병원계 이모저모④]고려대, 경상국립대, 서울성모, 한양대구리...",강연 고려대학교 의과대학(학장 편성범)이 지난 8월 31일 의과대학 본관 3층 최덕경강의실에서 라디오믹스(Radiomics) 분야의 세계적 석학 필립 람방(Philippe Lambin) 마스트리흐트대학교(네덜란드) 교수를 초청해 특별...,2026-09-10 00:10,https://medicalworldnews.co.kr/news/view.php?idx=1510977163,https://medicalworldnews.co.kr/news/view.php?idx=1510977163
연세대학교,강원일보,"연세대 미래기술지주회사, 중소벤처기업부 창업기획자 등록",연세대 미래기술지주회사는 연세대 미래산학협력단이 100% 출자해 올해 4월 설립한 법인으로 4개월 만에 창업기획자 등록을 완료했다. 이번 등록을 계기로 대학 보유 기술 기반 자회사와 교원·학생 창업을 지원한다. 또...,2026-09-10 00:08,https://www.kwnews.co.kr/article/20260909500194,https://n.news.naver.com/mnews/article/087/0001216883?sid=102
서울대학교,한국대학신문,서울대 차기 총장 예비 후보자 4인 확정… 유홍림 연임 도전 실패,서울대 정문 전경. (사진=한국대학신문 DB)  서울대 제29대 총장 예비 후보자 4인이 선정됐다. 유홍림 현 총장은 연임에 도전했으나 예비 후보 명단에 들지 못했다. 9일 서울대 총장추천위원회(총추위)는 이날 4차 회의를...,2026-09-09 22:58,https://news.unn.net/news/articleView.html?idxno=597186,https://news.unn.net/news/articleView.html?idxno=597186
서울대학교,한국경제,"서울대 총장 후보, 4명 압축…'연임 도전' 유홍림 탈락",서울대 제29대 총장 선거 후보가 12명에서 4명으로 압축되면서 본선 경쟁이 본격화했다. 이재영 인문대학... 서울대 총장 선출 기구인 총장추천위원회는 9일 총장 후보 대상자 12명의 정책 비전 등 소견 발표를 들은 뒤 이...,2026-09-09 22:44,https://www.hankyung.com/article/2026090950261,https://n.news.naver.com/mnews/article/015/0005330678?sid=102
서울대학교,더팩트,서울대 차기 총장 후보 4명…강준호·김현철·이재영·최해천,유홍림 총장 연임 무산 오는 17·22일 소견 발표 내달 7일 후보 3인 확정 [더팩트ㅣ정인지 기자] 서울대학교 차기 총장 예비 후보자가 4명으로 추려졌다. 52년 만의 연임에 도전한 유홍림 현 총장은 탈락했다. 서울대...,2026-09-09 22:41,https://news.tf.co.kr/read/life/2364102.htm,https://n.news.naver.com/mnews/article/629/0000532384?sid=102
서울대학교,경향신문,서울대 총장 예비후보 4명으로 압축,"제29대 서울대학교 총장 선거 예비후보자가 이재영·김현철·최해천·강준호 교수(접수순) 등 4명으로 압축됐다. 연임에 도전했던 유홍림 현 총장은 1차 관문에서 고배를 마셨다. 9일 경향신문 취재를 종합하면, 서울대...",2026-09-09 22:26,https://www.khan.co.kr/article/202609092226005,https://n.news.naver.com/mnews/article/032/0003469530?sid=102
연세대학교,매일경제,"“고대 수시 경쟁률은 올랐는데”…서울대·연대 이어 의대도 하락, 이...","대학별로는 고려대가 22.93대 1에서 19.90대 1, 서울대가 10.67대 1에서 9.44대 1, 연세대가 9.97대 1에서 8.88대 1로 떨어졌다. 반도체 계약학과의 경쟁률은 엇갈렸다. 고려대 반도체공학과는 지원자가 337명에서...",2026-09-09 22:25,https://www.mk.co.kr/article/12148814,https://n.news.naver.com/mnews/article/009/0005732999?sid=102
서울대학교,매일경제,"“고대 수시 경쟁률은 올랐는데”…서울대·연대 이어 의대도 하락, 이...","서울대와 연세대의 2027학년도 대입 수시 경쟁률이 낮아진 것으로 나타났다. 종로학원은 9일 마감된 서울대와 고려대, 연세대의 수시 지원자는 총 10만3014명으로 전년(10만6377명)보다 3363명(3.2%) 감소했다고...",2026-09-09 22:25,https://www.mk.co.kr/article/12148814,https://n.news.naver.com/mnews/article/009/0005732999?sid=102
고려대학교,매일경제,"“고대 수시 경쟁률은 올랐는데”…서울대·연대 이어 의대도 하락, 이...","2027학년도 대입이 현행 제도의 마지막 기회라는 점을 고려해 학생들이 무리한 상향 지원을 자제했을... 대학별로는 고려대가 22.93대 1에서 19.90대 1, 서울대가 10.67대 1에서 9.44대 1, 연세대가 9.97대 1에서 8....",2026-09-09 22:25,https://www.mk.co.kr/article/12148814,https://n.news.naver.com/mnews/article/009/0005732999?sid=102
고려대학교,노컷뉴스,"서울대·연세대, 수시 경쟁률 하락…고려대, 소폭 상승","대학별로는 고려대가 20.35대 1에서 20.46대 1로 소폭 상승한 반면, 서울대는 8.12대 1에서 7.37대 1, 연세대는 15.10대 1에서 14.02대 1로 낮아졌다. 서울대는 사회학과 일반전형이 18.60대 1로 경쟁률이 가장 높고...",2026-09-09 22:20,https://www.nocutnews.co.kr/news/6575855?utm_source=naver&utm_medium=article&utm_campaign=20260909101959,https://n.news.naver.com/mnews/article/079/0004187769?sid=102
연세대학교,노컷뉴스,"서울대·연세대, 수시 경쟁률 하락…고려대, 소폭 상승","2%) 감소하면서 경쟁률도 14.03대 1에서 12.32대 1로 하락했다. 대학별로는 고려대가 22.93대 1에서 19.90대 1, 서울대가 10.67대 1에서 9.44대 1, 연세대가 9.97대 1에서 8.88대 1로 각각 떨어졌다.",2026-09-09 22:20,https://www.nocutnews.co.kr/news/6575855?utm_source=naver&utm_medium=article&utm_campaign=20260909101959,https://n.news.naver.com/mnews/article/079/0004187769?sid=102
서울대학교,노컷뉴스,"서울대·연세대, 수시 경쟁률 하락…고려대, 소폭 상승","32대 1 서울대와 연세대의 2027학년도 대입 수시모집 경쟁률이 하락한 반면 고려대는 소폭 상승한 것으로 나타났다. 종로학원은 9일 마감된 서울대와 연세대, 고려대의 수시 지원자는 총 10만3014명으로 전년...",2026-09-09 22:20,https://www.nocutnews.co.kr/news/6575855?utm_source=naver&utm_medium=article&utm_campaign=20260909101959,https://n.news.naver.com/mnews/article/079/0004187769?sid=102
서울대학교,노컷뉴스,서울대 차기 총장 예비후보 4명 확정…現 총장 연임은 불발,"서울대학교 차기 총장 예비 후보자 4명이 선정됐다. 연임에 도전한 유홍림 현 총장은 후보에 들지 못했다. 9일 서울대학교에 따르면, 이날 제29대 서울대학교 총장 예비후보자가 확정됐다. 선정된 예비후보는 이재영...",2026-09-09 22:16,https://www.nocutnews.co.kr/news/6575854?utm_source=naver&utm_medium=article&utm_campaign=20260909101559,https://n.news.naver.com/mnews/article/079/0004187768?sid=102
서울대학교,WOLYO,서울대 총장 예비후보 4인으로 압축…유홍림 현 총장 연임 불발,서울대학교 차기 총장 예비후보가 4명으로 압축됐다. 연임에 도전한 유홍림 현 총장은 예비후보 명단에 이름을 올리지 못했다. 서울대 총장추천위원회는 9일 회의를 열고 총장 후보 대상자 12명이 제출한 발전계획서의...,2026-09-09 22:12,https://www.wolyo.co.kr/news/articleView.html?idxno=317577,https://www.wolyo.co.kr/news/articleView.html?idxno=317577
서울대학교,조선비즈,서울대 차기 총장 예비후보 4명 확정…유홍림 현 총장 낙마,이재영·김현철·최해천·강준호 선정 서울대학교 차기 총장 예비후보자 4명이 선정됐다. 연임에 도전한 유홍림 현 총장은 예비후보에 들지 못했다. 서울대 총장추천위원회는 9일 회의에서 총장 후보 대상자 12명이...,2026-09-09 22:08,https://biz.chosun.com/topics/topics_social/2026/09/09/Q6ANLN4NWJH6FLSVOJQVFLXHRQ/?utm_source=naver&utm_medium=original&utm_campaign=biz,https://n.news.naver.com/mnews/article/366/0001191404?sid=102
서울대학교,이데일리,서울대 차기 총장 예비후보 4명 확정…유홍림 현 총장 연임 실패,서울대 제29대 총장 후보가 강준호·김현철·이재영·최해천 교수 등 4명으로 압축됐다. 연임에 도전했던 유홍림 현 총장은 예비 후보 명단에 들어가지 못했다. 9일 서울대 총장추천위원회는 회의를 통해 총장 후보 대상자...,2026-09-09 22:08,https://www.edaily.co.kr/News/Read?newsId=05703926645578480&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,https://n.news.naver.com/mnews/article/018/0006366479?sid=102
연세대학교,파이낸셜뉴스,"""재수는 없다"" 몸 사린 수험생들…서울대·연대 수시 경쟁률 동반 하락",대학별로는 서울대와 연세대의 하락세가 두드러졌다. 서울대는 지원자가 1만 6487명으로 전년 대비 1443명(8.0%) 줄며 경쟁률이 8.12대 1에서 7.37대 1로 낮아졌다. 연세대 역시 지원자가 3만 652명으로 2786명(8.3...,2026-09-09 22:06,https://www.fnnews.com/news/202609092153552427,https://n.news.naver.com/mnews/article/014/0005573586?sid=102
서울대학교,파이낸셜뉴스,"""재수는 없다"" 몸 사린 수험생들…서울대·연대 수시 경쟁률 동반 하락",2027학년도 대입 수시모집에서 서울대·고려대·연세대(SKY)의 평균 경쟁률이 전년 대비 하락한 것으로... ■서울대·연세대 하락 주도…고려대는 소폭 상승 9일 종로학원에 따르면 이날 원서 접수를 마감한...,2026-09-09 22:06,https://www.fnnews.com/news/202609092153552427,https://n.news.naver.com/mnews/article/014/0005573586?sid=102
서울대학교,머니투데이,서울대 총장 예비후보 4명 선발…유홍림 총장은 '연임 실패',서울대학교 차기 총장 예비 후보자 4명이 선발됐다. 연임에 도전했던 유홍림 현 총장은 1차 평가에서 탈락했다. 서울대 총장추천위원회는 9일 4차 회의를 열고 제29대 총장 예비 후보자에 강준호 체육교육과 교수...,2026-09-09 22:01,https://www.mt.co.kr/policy/2026/09/09/2026090921282230640,https://n.news.naver.com/mnews/article/008/0005411699?sid=102
서울대학교,매일경제,차기 서울대총장 후보 4인에 ‘강준호·김현철·이재영·최해천’…유홍...,"내달 7일, 후보자 3명으로 압축 서울대학교 차기 총장 선거를 치를 예비후보자 4인이 결정됐다. 서울대 측은 교원과 학생 등의 정책평가를 거쳐 다음달 7일 최종 후보 3명을 선발할 예정이다. 서울대 법인화 이후 첫 연임에...",2026-09-09 21:58,https://www.mk.co.kr/article/12148800,https://n.news.naver.com/mnews/article/009/0005732995?sid=102
서울대학교,아시아경제,서울대 차기 총장 예비후보 4명 확정,서울대 차기 총장 예비후보 4명이 선정됐다. 연임에 도전한 유홍림 현 총장은 예비후보에 포함되지 못했다. 서울대 총장추천위원회는 9일 회의를 열고 총장 후보 대상자 12명이 제출한 발전계획서의 구체성과 실효성...,2026-09-09 21:55,https://view.asiae.co.kr/article/2026090921555991911,https://n.news.naver.com/mnews/article/277/0005814221?sid=102
서울대학교,한국일보,서울대 총장 예비후보 4명 압축…연임 도전 유홍림 탈락,제29대 서울대 총장 선거 예비후보가 강준호·김현철·이재영·최해천 교수로 압축됐다. 연임에 도전했던 유홍림 현 총장은 첫 관문에서 탈락했다. 서울대 총장추천위원회는 9일 제4차 회의를 열고 총장 후보대상자 12명을...,2026-09-09 21:54,https://www.hankookilbo.com/news/article/A2026090921350005757?did=NA,https://n.news.naver.com/mnews/article/469/0000953168?sid=102
연세대학교,헤럴드경제,서울대·연세대 수시 경쟁률 나란히 하락…의대도 일제히 떨어져,"대학별로는 고려대가 22.93대 1에서 19.90대 1, 서울대가 10.67대 1에서 9.44대 1, 연세대가 9.97대 1에서 8.88대 1로 떨어졌다. 반도체 계약학과의 경쟁률은 엇갈렸다. 고려대 반도체공학과는 지원자가 337명에서...",2026-09-09 21:49,https://biz.heraldcorp.com/article/10868286?ref=naver,https://n.news.naver.com/mnews/article/016/0002695119?sid=102
서울대학교,헤럴드경제,서울대·연세대 수시 경쟁률 나란히 하락…의대도 일제히 떨어져,"2027학년도 대입 수시모집에서 서울대와 연세대의 경쟁률이 지난해보다 낮아진 것으로 나타났다. 고려대 경쟁률은 소폭 상승했으며, 서울대·연세대·고려대 의대 경쟁률은 일제히 하락했다. 9일 연합뉴스에...",2026-09-09 21:49,https://biz.heraldcorp.com/article/10868286?ref=naver,https://n.news.naver.com/mnews/article/016/0002695119?sid=102
서울대학교,연합뉴스,서울대 차기 총장 예비후보 4명 확정…연임 도전 유홍림은 낙마,이재영·김현철·최해천·강준호 선정…내달 정책평가 서울대 차기 총장 예비 후보자 4명이 선정됐다. 연임에 도전한 유홍림 현 총장은 예비후보에 들지 못했다. 서울대 총장추천위원회는 9일 회의에서 총장 후보 대상자...,2026-09-09 21:48,https://www.yna.co.kr/view/AKR20260909186400004?input=1195m,https://n.news.naver.com/mnews/article/001/0016301121?sid=102
서울대학교,뉴스1,서울대 차기총장 후보 4인 압축…강준호·김현철·이재영·최해천 교수,시작하는 서울대 제29대 총장 후보가 강준호·김현철·이재영·최해천 교수 4명으로 압축됐다. 연임 도전을 공식화했던 유홍림 현 총장은 예비 후보자 문턱을 넘지 못했다. 9일 뉴스1 취재를 종합하면 서울대는 이날 총장...,2026-09-09 21:46,https://www.news1.kr/society/incident-accident/6285562,https://n.news.naver.com/mnews/article/421/0009161440?sid=102
서울대학교,서울경제,서울대 차기 총장 예비후보에 강준호·김현철·이재영·최해천… 유홍림...,"제29대 서울대학교 총장 선거 예비후보자 4인의 명단이 발표됐다. 강준호 사범대학 교수, 김현철 국제대학원... 9일 서울대학교 총장추천위원회는 이날 제4차 회의를 진행하고 후보대상자들의 소견발표를 거친 뒤 총장...",2026-09-09 21:46,https://www.sedaily.com/article/20089170?ref=naver,https://n.news.naver.com/mnews/article/011/0004660299?sid=102
서울대학교,아시아경제,서울대·연세대 수시 경쟁률 하락…고려대는 소폭 상승,서울대와 연세대의 2027학년도 대입 수시모집 경쟁률이 지난해보다 하락한 것으로 나타났다. 반면 고려대는 지원자가 늘면서 경쟁률이 소폭 상승했다. 9일 종로학원에 따르면 이날 수시모집을 마감한 서울대...,2026-09-09 21:43,https://view.asiae.co.kr/article/2026090921432877965,https://n.news.naver.com/mnews/article/277/0005814220?sid=102
고려대학교,아시아경제,서울대·연세대 수시 경쟁률 하락…고려대는 소폭 상승,"고려대는 경영대학 논술전형이 198.33대 1로 가장 높았다. 자유전공학부 논술전형은 114.20대 1, 전기전자공학부 논술전형은 110.30대 1, 기계공학부 논술전형은 91.15대 1이었다. 종로학원은 수시모집에서...",2026-09-09 21:43,https://view.asiae.co.kr/article/2026090921432877965,https://n.news.naver.com/mnews/article/277/0005814220?sid=102
연세대학교,아시아경제,서울대·연세대 수시 경쟁률 하락…고려대는 소폭 상승,"9일 종로학원에 따르면 이날 수시모집을 마감한 서울대와 고려대, 연세대의 지원자는 총 10만3014명으로 전년(10만6377명)보다 3363명(3.2%) 감소했다. 3개 대학의 평균 경쟁률은 지난해 14.93대 1에서 올해 14.40대 1로...",2026-09-09 21:43,https://view.asiae.co.kr/article/2026090921432877965,https://n.news.naver.com/mnews/article/277/0005814220?sid=102
서울대학교,뉴시스,서울대 총장 예비후보 4명 압축…'연임 도전' 유홍림 탈락,신항섭 최은수 기자 = 서울대학교 제29대 총장 선거 예비후보자가 4명으로 압축됐다. 52년 만의 총장 연임에 도전했던 유홍림 현 총장은 예비후보에 들지 못했다. 9일 서울대 총장추천위원회(총추위)는 이날 4차 회의...,2026-09-09 21:40,https://www.newsis.com/view/NISX20260909_0003782970,https://n.news.naver.com/mnews/article/003/0014180770?sid=102
서울대학교,조선일보,‘서울대 차기 총장 후보’ 강준호·김현철·이재영·최해천 교수...현 ...,"유홍림 현 총장, 연임 도전 실패 3줄 요약 ㆍ서울대 차기 총장 예비 후보 4인 선발 ㆍ유홍림 현 총장 연임 도전 실패 ㆍ정책 평가단 심사 거쳐 최종 후보 3인 확정 서울대 차기 총장에 도전할 총장 예비 후보자로 강준호...",2026-09-09 21:40,https://www.chosun.com/national/national_general/2026/09/09/HK24XORC6RG65N6L4F4HGQMMZQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0003997541?sid=102
서울대학교,중앙일보,서울대 총장 예비후보 4명 압축…유홍림 현 총장 연임 좌절,"서울대학교 총장 연임에 도전한 유홍림 현 총장이 9일 예비후보 명단에 포함되지 않으면서 연임에 실패했다. 이날 학계에 따르면 서울대 총장추천위원회는 제29대 총장 예비후보로 이재영 인문대학 교수, 강준호 사범대학...",2026-09-09 21:34,https://www.joongang.co.kr/article/25460504,https://n.news.naver.com/mnews/article/025/0003550270?sid=102
서울대학교,경향신문,"[단독]서울대 총장 예비후보, 이재영·김현철·최해천·강준호 4명 압축...","제29대 서울대학교 총장 선거 예비후보자가 이재영·김현철·최해천·강준호 교수(접수순) 등 4명으로 압축됐다. 연임에 도전했던 유홍림 현 총장은 1차 관문에서 고배를 마셨다. 9일 경향신문 취재를 종합하면, 서울대...",2026-09-09 21:18,https://www.khan.co.kr/article/202609092118001,https://n.news.naver.com/mnews/article/032/0003469514?sid=102
고려대학교,점프볼,"""무리한 돌파보다 동료들 살리는 것이 낫다고 생각"" 고려대 석준휘가 밝...","고려대의 새로운 주장 석준휘(191cm, G)가 두 자릿수 어시스트로 팀 승리를 이끌었다. 고려대는 9일 명지대... 같은 대학 선수 중 1명이기에 자신 있게 준비할 것이다. 가드 선수들과 열심히 준비해서 감독님의 부담을...",2026-09-09 20:23,https://m.sports.naver.com/basketball/article/065/0000301445,https://m.sports.naver.com/basketball/article/065/0000301445
서울대학교,DYNEWS,'콩 활용' 연구…괴산 출신 황인경 서울대 식품영양학과 교수 별세,［동양일보 이민우 기자］ 1970년대부터 콩 연구에 매진한 황인경 서울대 식품영양학과 명예교수가 지난 8일 밤 9시께 서울성모병원에서 세상을 떠났다고 유족이 전했다. 향년 74세. 충북 괴산에서 태어난 고인은...,2026-09-09 20:06,https://www.dynews.co.kr/news/articleView.html?idxno=865210,https://www.dynews.co.kr/news/articleView.html?idxno=865210
서울대학교,CCTIMES,"국공립대교수단체 ""서울대 10개 만들기 일부 대학에만 그쳐서는 안돼""","국공립대학교 교수단체는 9일 ""정부의 '서울대 10개 만들기' 등 대학 지원 정책이 일부 대학에 대한 '선택과 집중'에 그쳐서는 안 된다""고 강조했다. 전국국공립대학교수연합회(국교련)·거점국립대학교수회연합회(거국련)...",2026-09-09 20:06,http://www.cctimes.kr/news/articleView.html?idxno=926563,http://www.cctimes.kr/news/articleView.html?idxno=926563
서울대학교,베리타스알파,[단독] [2027수시경쟁률] 서울대(최종) 7.37대1 '하락'.. 의학 지균7.28대...,서울대 수시경쟁률이 2년연속 하락했다. 서울대는 9일 오후6시 마감한 2027수시모집에서 최종경쟁률 7.37대1(정원내 모집 2233명/지원 1만6462명)로 마감했다. 지난해 최종 8.13대1(2203명/1만7907명)에서 하락했다....,2026-09-09 19:30,https://www.veritas-a.com/news/articleView.html?idxno=627071,https://www.veritas-a.com/news/articleView.html?idxno=627071
고려대학교,점프볼,"'부상병동 고려대' 7연승 질주에도 웃지 않은 주희정 감독 ""기본적으로...","주희정 감독이 이끄는 고려대는 9일 명지대 자연캠퍼스 체육관에서 열린 2026 KUSF 대학농구 U-리그 명지대와의 맞대결에서 87-54로 승리했다. 7연승을 기록한 고려대는 13승(3패)을 기록, 경희대(12승 3패)를 밀어내고 단독...",2026-09-09 18:48,https://m.sports.naver.com/basketball/article/065/0000301442,https://m.sports.naver.com/basketball/article/065/0000301442
연세대학교,한국경제,연세대 명예박사 된 김동원 고려대 총장,김동원 고려대 총장(오른쪽)이 지난 8일 연세대에서 명예철학박사 학위를 받았다. 김 총장이 교육 혁신과 대학의 사회적 책임을 실천하고 인간의 존엄과 미래가치를 높이는 데 기여한 공로를 인정받았다. 윤동섭 연세대...,2026-09-09 18:46,https://www.hankyung.com/article/2026090947591,https://n.news.naver.com/mnews/article/015/0005330638?sid=102
고려대학교,한국경제,연세대 명예박사 된 김동원 고려대 총장,"1997년부터 고려대 교수로 재직하며 경영대학장, 노동대학원장 등을 지냈다. 학부 시절 철학 수업을 들으며 인간과 사회, 정의와 윤리, 공동체의 책임에 관심을 키운 것이 노사관계학을 전공하는 데 영향을 미친 것으로...",2026-09-09 18:46,https://www.hankyung.com/article/2026090947591,https://n.news.naver.com/mnews/article/015/0005330638?sid=102
고려대학교,루키,"12P '깜짝 활약' 펼친 고려대 방성인 ""꾸준한 훈련, 코치진과 소통으로...",고려대학교는 9일 명지대학교 체육관에서 열린 KUSF 대학농구 U-리그 명지대학교와의 경기에서 87-54로 승리했다. 고려대는 13승 3패로 단독 2위에 올랐다. 반면 8연패 늪에 빠진 명지대는 1승 13패로 11위를 유지했다. 이날...,2026-09-09 18:45,http://www.rookie.co.kr/news/articleView.html?idxno=126786,https://m.sports.naver.com/basketball/article/398/0000102589
